	label	blosum	aaindex	ensemble
144	0.0	0.0015945435	0.012447178	0.007020861
145	0.0	0.14747861	0.49671873	0.32209867
146	0.0	0.0040110946	0.013990164	0.009000629
147	1.0	0.9994129	0.9979669	0.9986899
148	1.0	0.9607847	0.9519271	0.9563559
149	0.0	0.9823216	0.08327523	0.5327984
150	0.0	0.7657043	0.22194746	0.49382585
151	0.0	0.0004633069	0.008988857	0.004726082
152	1.0	0.99827397	0.9754007	0.9868373
153	0.0	0.004583746	0.001652658	0.003118202
154	0.0	6.431202e-07	0.0059832633	0.0029919532
155	0.0	0.014637053	0.00045084953	0.0075439513
156	0.0	3.5845387e-05	0.009252191	0.004644018
157	0.0	0.97824275	0.22552612	0.6018844
158	0.0	0.1677666	0.18711498	0.17744079
159	0.0	0.040453374	0.054494888	0.04747413
160	0.0	0.9505897	0.010007411	0.48029858
161	1.0	0.9894335	0.9209496	0.95519155
162	1.0	0.99880886	0.9943788	0.99659383
163	0.0	0.08115515	0.2805126	0.18083388
164	0.0	2.6542793e-06	0.1301944	0.065098524
165	0.0	0.67660165	0.87547445	0.77603805
166	1.0	0.9189024	0.9586102	0.9387563
167	0.0	0.42557114	0.020033509	0.22280233
168	0.0	0.03675273	0.12241715	0.07958494
169	0.0	0.05116746	0.39656383	0.22386564
170	1.0	0.9771245	0.95838225	0.9677534
171	0.0	1.4657548e-05	0.015807897	0.007911277
172	0.0	0.6118762	0.21793747	0.41490683
173	0.0	0.00032895803	0.0051127374	0.0027208477
174	0.0	0.05515665	0.07333866	0.06424765
175	0.0	0.007364273	0.02488193	0.016123101
176	0.0	0.65168536	0.5872289	0.6194571
177	0.0	0.018440813	0.058945686	0.03869325
178	0.0	0.012911797	0.0020376146	0.0074747056
179	0.0	0.0792048	0.05768186	0.06844333
180	0.0	0.0063210726	0.036930352	0.021625713
181	0.0	3.6676996e-05	0.020333856	0.010185267
182	0.0	0.10726461	0.03672847	0.07199654
183	0.0	0.1448332	0.029820323	0.087326765
184	0.0	0.6269295	0.15535456	0.39114204
185	1.0	0.96684647	0.9485681	0.9577073
186	0.0	0.0006774962	0.0088889	0.0047831982
187	0.0	1.3825573e-05	0.053636968	0.026825396
188	0.0	0.99616706	0.6964489	0.846308
189	0.0	0.003160715	0.002622217	0.002891466
190	0.0	0.59826314	0.004618138	0.30144066
191	0.0	0.0054585636	0.0059728622	0.005715713
192	0.0	0.26861775	0.004659891	0.13663882
193	0.0	3.2669235e-05	0.011102617	0.005567643
194	1.0	0.9917599	0.7073827	0.8495713
195	0.0	0.0055633485	0.0054863095	0.005524829
196	0.0	0.85284674	0.7094431	0.7811449
197	0.0	0.28150567	0.0013642311	0.14143495
198	0.0	4.0614e-05	0.007525891	0.0037832526
199	0.0	0.80173534	0.29973447	0.5507349
200	0.0	0.074700624	0.009003073	0.04185185
201	0.0	0.10012236	0.0022805035	0.051201433
202	0.0	0.079649806	0.21855476	0.14910229
203	0.0	0.18270057	0.014951587	0.09882608
204	1.0	0.9951991	0.9663645	0.9807818
205	0.0	0.00030836463	0.009457707	0.004883036
206	1.0	0.9615427	0.89197206	0.9267574
207	0.0	0.016765565	0.0032496154	0.01000759
208	1.0	0.9700154	0.9745774	0.9722964
209	0.0	0.0003273487	0.014621854	0.0074746013
210	0.0	0.680906	0.22661406	0.45376003
211	0.0	0.08265388	0.021291405	0.051972643
212	0.0	0.018961221	0.025266916	0.022114068
213	0.0	0.0014722645	0.0057130456	0.003592655
214	0.0	0.09564164	0.0115688145	0.05360523
215	0.0	0.0004937649	0.07855311	0.039523438
216	0.0	0.0023529232	0.027860463	0.015106693
217	0.0	0.001994431	0.0077567697	0.0048756003
218	0.0	0.7296688	0.008441061	0.3690549
219	0.0	0.12999001	0.1947074	0.1623487
220	0.0	0.029336393	0.76911914	0.39922777
221	0.0	0.047976077	0.00017017126	0.024073124
222	0.0	0.002221018	0.00077599287	0.0014985055
223	0.0	0.015514135	0.38942304	0.20246859
224	0.0	0.72860736	0.83165586	0.7801316
225	0.0	0.06903431	0.01154235	0.04028833
226	0.0	0.12613586	0.042625368	0.08438061
227	0.0	0.024266541	0.0018804371	0.013073489
228	0.0	0.00034624338	0.003640145	0.0019931942
229	0.0	0.9275173	0.6999644	0.81374085
230	0.0	0.3371203	0.038980097	0.1880502
231	0.0	0.9204387	0.04183063	0.48113465
232	1.0	0.99692297	0.8366725	0.91679776
233	1.0	0.9920289	0.85349905	0.92276394
234	1.0	0.99580145	0.5687754	0.78228843
235	0.0	0.69390625	0.3958758	0.544891
236	0.0	2.1913726e-05	0.0064726174	0.0032472655
237	0.0	0.9166168	0.54445136	0.7305341
238	0.0	0.003242433	0.022804022	0.013023227
239	0.0	0.037088364	0.05107996	0.04408416
240	0.0	0.029777676	0.47770196	0.25373983
241	0.0	0.05198258	0.0030423999	0.02751249
242	1.0	0.99881303	0.69148195	0.8451475
243	0.0	0.004621446	0.0015233755	0.0030724108
244	0.0	0.0015773475	0.007984668	0.0047810078
245	0.0	9.0191206e-05	0.0008699596	0.0004800754
246	0.0	0.9800502	0.6696783	0.82486427
247	0.0	0.009105921	0.21755755	0.113331735
248	0.0	0.6449477	0.13324782	0.38909775
249	1.0	0.98991907	0.9491041	0.96951157
250	0.0	0.000341475	0.0051323473	0.0027369112
251	0.0	0.010280967	0.0039574504	0.0071192086
252	0.0	0.0013286769	0.0072997212	0.004314199
253	0.0	0.008822292	0.014599562	0.011710927
254	0.0	0.039206117	0.0066407025	0.02292341
255	0.0	0.029068977	0.00056788325	0.01481843
256	0.0	0.0009534061	0.00070410967	0.0008287579
257	0.0	0.058900505	0.1899961	0.1244483
258	0.0	0.39648414	0.32196313	0.35922363
259	0.0	0.11505306	0.15515208	0.13510257
260	0.0	0.002452463	0.024876684	0.013664573
261	0.0	0.077640414	0.044714868	0.06117764
262	1.0	0.9916538	0.65578043	0.8237171
263	0.0	0.014928162	0.12806123	0.0714947
264	0.0	0.03135407	0.09783435	0.06459421
265	0.0	0.15884522	0.009131312	0.083988264
266	0.0	0.6796492	0.0009974241	0.3403233
267	1.0	0.98118603	0.9736825	0.9774343
268	0.0	0.81431895	0.57600176	0.6951604
269	0.0	0.019340396	0.13876137	0.07905088
270	0.0	0.00036159158	9.721315e-05	0.00022940236
271	0.0	0.00030103326	0.002884984	0.0015930086
272	0.0	3.680194e-05	0.0016252697	0.0008310358
273	0.0	0.028838545	0.0492236	0.039031073
274	0.0	0.031274438	0.017274976	0.024274707
275	0.0	0.36110443	0.5498363	0.45547035
276	0.0	0.9674434	0.8893764	0.92840993
277	1.0	0.9695355	0.9182522	0.9438939
278	0.0	0.0050273836	0.00028517842	0.002656281
279	0.0	0.95321465	0.6473866	0.8003006
280	1.0	0.9882381	0.897946	0.94309205
281	0.0	0.031276554	0.019990116	0.025633335
282	1.0	0.99017835	0.6959409	0.84305966
283	0.0	0.024941742	0.0002580285	0.012599885
284	0.0	0.0008045733	0.02943638	0.0151204765
285	1.0	0.974876	0.91855156	0.9467138
286	0.0	0.2489014	0.0029883385	0.12594487
287	0.0	0.0015525222	0.10734752	0.05445002
288	0.0	0.019418627	0.21509597	0.1172573
289	0.0	0.0004505217	0.0036570728	0.0020537972
290	0.0	0.8128834	0.4681707	0.640527
291	0.0	0.025385678	0.040460467	0.032923073
292	1.0	0.89384186	0.8024623	0.84815204
293	0.0	0.0005209148	0.0037290454	0.00212498
294	0.0	0.008984357	2.25201e-05	0.0045034387
295	0.0	0.045322895	0.002440244	0.02388157
296	0.0	0.05744508	0.00018548965	0.028815284
297	0.0	0.0038134158	0.0020920336	0.0029527247
298	0.0	0.0740231	0.01563546	0.04482928
299	0.0	0.9972966	0.94859564	0.9729461
300	1.0	0.95755625	0.61464566	0.786101
301	0.0	0.18178487	0.19704989	0.18941738
302	1.0	0.9940894	0.6682554	0.8311724
303	0.0	0.1772415	0.008258015	0.09274976
304	1.0	0.9876535	0.9621938	0.9749236
305	0.0	0.14071566	0.0033187568	0.07201721
306	0.0	0.89708054	0.32160458	0.6093426
307	0.0	0.07790479	0.07834843	0.07812661
308	1.0	0.9931524	0.917976	0.9555642
309	1.0	0.9609598	0.5341149	0.7475374
310	0.0	0.114159256	0.006271124	0.06021519
311	0.0	0.8117039	0.63961434	0.72565913
312	1.0	0.99310637	0.87686396	0.93498516
313	1.0	0.99352837	0.5708224	0.7821754
314	0.0	0.66784394	0.64908344	0.6584637
315	1.0	0.98699427	0.91645086	0.95172256
316	0.0	0.1615996	0.5575225	0.35956103
317	0.0	0.034460694	0.014375925	0.02441831
318	0.0	0.025720537	0.0013799369	0.013550237
319	0.0	0.0057674944	0.035897225	0.02083236
320	0.0	7.0151177e-06	0.1298945	0.06495076
321	0.0	0.0042404532	0.17081687	0.08752866
322	1.0	0.9912859	0.96069396	0.97598994
323	0.0	0.006940633	0.02679345	0.016867042
324	0.0	0.025232345	0.023168325	0.024200335
325	0.0	0.07142043	0.05723709	0.06432876
326	0.0	0.5176172	0.34931675	0.43346697
327	0.0	6.0609054e-05	0.0067592263	0.0034099177
328	0.0	0.9824258	0.58315456	0.7827902
329	0.0	0.003569752	0.010803461	0.0071866065
330	1.0	0.99383116	0.9504428	0.972137
331	1.0	0.97472775	0.5079857	0.74135673
332	0.0	0.0040258467	0.04521063	0.024618238
333	1.0	0.8678387	0.9821802	0.9250094
334	0.0	0.018104851	0.18756711	0.10283598
335	0.0	0.7525283	0.09778759	0.42515796
336	0.0	0.9279649	0.7491933	0.8385791
337	1.0	0.9618592	0.88855815	0.9252087
338	0.0	3.082998e-05	0.110393435	0.055212133
339	0.0	0.00042322278	0.010328919	0.0053760707
340	0.0	1.0455246e-05	0.019168884	0.009589669
341	1.0	0.9999895	0.6650568	0.83252317
342	0.0	0.7806056	0.81816566	0.79938567
343	0.0	0.8918612	0.025855929	0.45885855
344	0.0	0.002208203	0.1945019	0.098355055
345	1.0	0.9859652	0.77741086	0.881688
346	0.0	0.073699504	0.009461433	0.04158047
347	0.0	0.012969494	0.028644204	0.020806849
348	1.0	0.92789054	0.77258307	0.8502368
349	1.0	0.99671626	0.6698272	0.83327174
350	0.0	0.00064602494	0.012056649	0.006351337
351	0.0	0.0024990141	0.2368122	0.11965561
352	0.0	0.0047030747	0.0044606924	0.0045818835
353	0.0	0.09011677	0.0057725906	0.04794468
354	0.0	0.8743373	0.7770148	0.8256761
355	0.0	0.0099729	0.009761751	0.009867325
356	0.0	0.012471944	0.0056307316	0.009051338
357	0.0	0.0047006607	0.039200395	0.021950528
358	0.0	0.010387927	0.013251364	0.011819646
359	0.0	0.8833116	0.6190181	0.75116485
360	1.0	0.9528602	0.91424465	0.9335524
361	0.0	0.0010748506	0.002339542	0.0017071962
362	0.0	0.002220124	0.00019448996	0.001207307
363	0.0	0.09567654	0.060664505	0.07817052
364	0.0	0.037432194	0.078421	0.057926595
365	0.0	0.106805	0.011577427	0.059191212
366	0.0	0.96472144	0.78318834	0.8739549
367	0.0	0.16736853	0.004541874	0.0859552
368	0.0	0.00010614774	0.006147504	0.003126826
369	0.0	0.00089770555	0.04110658	0.021002144
370	0.0	0.70800155	0.5342417	0.62112164
371	0.0	0.0047575533	0.0022054315	0.0034814924
372	0.0	0.0025839508	0.07571679	0.039150372
373	0.0	0.94125086	0.78262496	0.8619379
374	0.0	0.21350989	0.01793468	0.11572228
375	0.0	0.9951602	0.8077656	0.9014629
376	1.0	0.999672	0.9551817	0.9774269
377	0.0	0.021687448	0.21489906	0.118293256
378	0.0	0.0058320463	0.010678053	0.00825505
379	0.0	0.0020917356	0.0006375611	0.0013646483
380	0.0	8.241432e-05	0.0049579144	0.0025201642
381	0.0	0.18138319	0.15013292	0.16575806
382	0.0	0.02322191	0.0009382963	0.012080103
383	0.0	0.06271896	0.060314417	0.061516687
384	1.0	0.9990039	0.9952519	0.9971279
385	0.0	0.21193513	0.108020574	0.15997785
386	0.0	0.5897976	0.004352331	0.29707497
387	0.0	0.014935344	0.1742067	0.094571024
388	0.0	0.47600836	0.69564795	0.5858282
389	0.0	0.9472748	0.16984072	0.55855775
390	1.0	0.96747684	0.9016483	0.93456256
391	0.0	9.9730365e-05	0.0010123551	0.0005560427
392	0.0	0.013641924	0.17203909	0.09284051
393	0.0	0.8418057	0.26781994	0.5548128
394	0.0	0.0022681355	0.060690105	0.03147912
395	0.0	0.00048530102	0.0015184581	0.0010018796
396	0.0	0.0042957067	0.030879676	0.017587692
397	0.0	0.0010279119	0.00068587065	0.0008568913
398	0.0	0.00041007996	0.0011835992	0.0007968396
399	0.0	0.00023183227	0.0084377825	0.0043348074
400	1.0	0.8569117	0.9497259	0.9033188
401	1.0	0.9924079	0.90681314	0.94961053
402	0.0	0.0003324449	0.0015845597	0.0009585023
403	0.0	0.9640091	0.57533133	0.76967025
404	0.0	0.00941664	0.054935217	0.03217593
405	0.0	0.9726115	0.8139694	0.8932904
406	0.0	2.077193e-05	0.07709554	0.038558155
407	0.0	0.076820076	0.011163145	0.04399161
408	0.0	0.001491785	9.0277696e-05	0.0007910314
409	0.0	0.875499	0.32231146	0.5989052
410	0.0	0.97326875	0.7290631	0.8511659
411	1.0	0.9122951	0.8646569	0.888476
412	0.0	0.009628028	0.0020889938	0.0058585107
413	0.0	0.03569773	0.001832217	0.018764973
414	0.0	0.026577473	0.19113028	0.10885388
415	0.0	0.08105484	0.015205443	0.04813014
416	0.0	0.8032714	0.3226951	0.5629833
417	0.0	0.0005623698	0.08244097	0.04150167
418	0.0	0.20663744	0.33409742	0.27036744
419	0.0	0.8440087	0.9739385	0.9089736
420	0.0	0.00012800097	0.001250416	0.0006892085
421	0.0	0.007282555	0.013376504	0.01032953
422	0.0	4.1476616e-07	0.04725617	0.023628293
423	1.0	0.9976771	0.95542014	0.9765486
424	0.0	0.92714167	0.48877326	0.70795745
425	0.0	0.0016519129	0.0043928325	0.0030223727
426	0.0	0.012711614	0.043192416	0.027952015
427	1.0	0.9983567	0.95237565	0.9753662
428	0.0	0.0002361536	0.02447927	0.012357712
429	0.0	0.018476576	0.008909166	0.013692871
430	0.0	0.41065758	0.0010072589	0.20583242
431	0.0	0.0006068647	0.032395482	0.016501173
432	0.0	0.15476519	0.4884926	0.3216289
433	0.0	0.002996385	0.014521569	0.008758977
434	1.0	0.9754548	0.97941035	0.9774326
435	0.0	0.5315413	0.05133012	0.29143572
436	0.0	0.767897	0.74249375	0.7551954
437	0.0	0.00012791157	0.0041127205	0.002120316
438	0.0	0.60200614	0.51336914	0.55768764
439	0.0	0.053420663	0.072802275	0.06311147
440	0.0	0.32229155	0.022361994	0.17232677
441	0.0	0.5434748	0.2981181	0.42079645
442	0.0	5.3013673e-06	0.012681991	0.006343646
443	0.0	0.85062516	0.47525725	0.6629412
444	0.0	0.035285562	0.035775095	0.03553033
445	0.0	0.7366158	0.90739805	0.82200694
446	0.0	0.2475721	0.102327585	0.17494984
447	0.0	0.001974374	0.012927771	0.0074510723
448	0.0	0.0045583546	0.06003198	0.032295167
449	0.0	0.08029944	0.060369343	0.07033439
450	1.0	0.98307705	0.95261157	0.9678443
451	0.0	0.0002297461	0.021198064	0.010713905
452	1.0	0.99893904	0.9766417	0.98779035
453	0.0	0.0022953749	9.154985e-05	0.0011934624
454	0.0	0.9367252	0.7125079	0.82461655
455	0.0	1.2894411e-05	0.030998975	0.015505935
456	1.0	0.9930731	0.9837562	0.98841465
457	0.0	0.048110664	0.0020365715	0.025073618
458	0.0	0.06638268	0.0018841326	0.034133404
459	1.0	0.9642689	0.3346664	0.64946765
460	1.0	0.998204	0.90163916	0.9499216
461	0.0	0.003784895	0.0062616467	0.005023271
462	1.0	0.9854127	0.8502421	0.91782737
463	0.0	0.00017127395	0.003985375	0.0020783246
464	0.0	0.014251977	0.010982364	0.012617171
465	0.0	0.026518762	0.003638357	0.0150785595
466	0.0	0.013106585	0.55773103	0.2854188
467	0.0	0.0014483333	0.004688382	0.0030683577
468	0.0	0.00050875545	0.007448882	0.0039788187
469	0.0	0.05689606	0.2507853	0.15384068
470	0.0	6.967011e-05	0.0047652423	0.0024174561
471	0.0	0.0030806959	0.011858314	0.007469505
472	1.0	0.9992008	0.74007	0.8696354
473	0.0	0.14634848	0.010832399	0.07859044
474	0.0	0.032680273	0.102552354	0.06761631
475	1.0	0.99174273	0.9644866	0.97811466
476	0.0	0.007317275	0.03860542	0.022961348
477	0.0	0.0050822794	0.039266437	0.022174358
478	0.0	0.0008094013	0.0025864542	0.0016979277
479	0.0	0.6586421	0.12081981	0.38973096
480	0.0	0.0006298125	0.0069253743	0.0037775934
481	0.0	0.3829449	0.7139381	0.5484415
482	0.0	0.00038561225	0.01489836	0.007641986
483	0.0	0.0077162385	0.0028499365	0.0052830875
484	0.0	9.61067e-05	0.04061708	0.020356592
485	0.0	0.15923172	0.04077822	0.10000497
486	1.0	0.93528646	0.50040466	0.71784556
487	0.0	0.0004886091	0.02449289	0.012490749
488	0.0	0.04627967	0.14463565	0.09545766
489	0.0	0.13142881	0.0021766424	0.066802725
490	0.0	0.47577468	0.01715982	0.24646725
491	0.0	0.00013908744	0.044995993	0.02256754
492	1.0	0.99386996	0.92998636	0.9619281
493	0.0	0.6225232	0.6901518	0.6563375
494	0.0	9.405335e-05	0.0202263	0.010160177
495	0.0	0.0021390617	0.019322753	0.010730907
496	0.0	0.9479801	0.71358013	0.83078015
497	0.0	0.025859118	0.0027515888	0.014305353
498	0.0	0.0022833645	0.014832854	0.008558109
499	0.0	0.005381167	0.037619174	0.02150017
500	0.0	0.0043673813	0.00546813	0.0049177557
501	0.0	0.0018296242	0.045273364	0.023551494
502	0.0	0.018462807	0.06890938	0.043686092
503	0.0	0.76561546	0.78999114	0.7778033
504	0.0	0.8313519	0.9390708	0.88521135
505	0.0	0.24336973	0.008211374	0.12579055
506	0.0	0.675677	0.6235404	0.64960873
507	0.0	0.013652533	0.062057763	0.03785515
508	0.0	0.17577949	0.012460887	0.09412019
509	0.0	0.0044725537	0.010897428	0.0076849908
510	0.0	0.0009928942	0.00023931265	0.0006161034
511	0.0	0.04127705	0.0006404519	0.020958751
512	0.0	0.0016392469	0.0066982806	0.0041687638
513	0.0	0.95694983	0.45184886	0.70439935
514	0.0	0.9856284	0.91854113	0.9520848
515	1.0	0.9969768	0.9321989	0.9645878
516	0.0	0.00042453408	0.009356618	0.004890576
517	0.0	0.22634086	0.031960815	0.12915084
518	0.0	0.8735317	0.24267519	0.55810344
519	1.0	0.9675323	0.93496764	0.95124996
520	0.0	0.06753281	0.0017761886	0.034654498
521	0.0	0.031991124	0.07737818	0.054684654
522	0.0	0.011500567	0.40449607	0.20799832
523	0.0	0.0070569813	0.0013440847	0.004200533
524	0.0	0.44779265	0.015886486	0.23183957
525	0.0	0.8470162	0.5607743	0.7038953
526	1.0	0.9912499	0.62076205	0.80600595
527	0.0	0.91094065	0.55050313	0.7307219
528	0.0	0.0001861155	0.0040759444	0.00213103
529	0.0	0.65679526	0.07727781	0.36703652
530	0.0	0.032728434	0.108950585	0.07083951
531	0.0	0.0013756454	0.00058066845	0.0009781569
532	1.0	0.99125206	0.4462486	0.71875036
533	0.0	0.0017922521	0.00042766333	0.0011099577
534	0.0	0.9558721	0.29873347	0.62730277
535	0.0	0.005243391	0.0070346	0.0061389953
536	0.0	0.003376305	0.01134339	0.0073598474
537	0.0	0.0004979074	0.0013282895	0.00091309845
538	0.0	0.9065503	0.035045743	0.47079802
539	0.0	0.10326508	0.20427892	0.153772
540	0.0	0.00024291873	0.00082960725	0.000536263
541	0.0	0.0028606653	0.029639304	0.016249985
542	0.0	0.003197819	0.1801641	0.09168096
543	0.0	0.00030091405	0.13287878	0.06658985
544	0.0	0.016920358	0.09204656	0.05448346
545	0.0	0.027219415	0.042083383	0.0346514
546	1.0	0.99718666	0.8910631	0.9441249
547	0.0	6.342187e-05	0.016692966	0.008378194
548	0.0	0.0069999993	0.0075363815	0.0072681904
549	0.0	0.2491923	0.017072499	0.1331324
550	0.0	0.8818922	0.090513766	0.48620299
551	1.0	0.98928	0.96697116	0.9781256
552	0.0	0.08138353	0.013797343	0.047590435
553	0.0	0.23045751	0.035544842	0.13300118
554	0.0	0.00021260977	0.0024119318	0.0013122708
555	0.0	0.29654014	0.0036056638	0.1500729
556	0.0	0.013816714	0.0005352497	0.007175982
557	0.0	0.0027872324	0.002341032	0.0025641322
558	0.0	0.1110346	0.011093646	0.061064124
559	0.0	0.03871569	0.006571144	0.022643417
560	0.0	0.06560475	0.8773775	0.47149113
561	0.0	0.0013805032	0.0018216074	0.0016010553
562	0.0	0.22957417	0.00025323033	0.1149137
563	0.0	0.9056411	0.008026272	0.45683366
564	1.0	0.66584474	0.8512899	0.75856733
