label	aaindex	reslike	combined
1.0	0.34289545	0.95177746	0.6473365
0.0	0.6962202	0.49637744	0.5962988
0.0	0.8155362	0.98148847	0.89851236
0.0	0.7922257	0.8419589	0.8170923
0.0	0.96660227	0.97865975	0.972631
0.0	0.017890334	0.8090397	0.41346502
0.0	0.21745238	0.8268091	0.5221307
1.0	0.9996691	0.9956435	0.9976563
0.0	0.96786106	0.99346256	0.9806618
0.0	0.46280682	0.982569	0.7226879
0.0	0.0061872303	0.9508052	0.4784962
0.0	0.1727098	0.20997864	0.19134422
1.0	0.021812886	0.02270636	0.022259623
0.0	0.9964998	0.9021243	0.94931203
0.0	0.0038306117	0.8360951	0.41996285
0.0	0.9110973	0.1694113	0.5402543
0.0	5.0234503e-05	0.00023087859	0.00014055654
0.0	8.3652134e-07	0.10698557	0.0534932
0.0	0.009239346	0.1504918	0.079865575
0.0	0.00025886297	0.2940161	0.14713748
0.0	0.98221385	0.2264143	0.6043141
0.0	0.0024078786	0.0007660687	0.0015869737
0.0	0.9845865	0.9906064	0.98759645
0.0	0.037820876	0.4592663	0.24854359
0.0	0.000654757	0.7178498	0.35925227
0.0	0.35804552	0.04033965	0.19919258
1.0	0.9339218	0.99536777	0.9646448
0.0	0.91442066	0.99719715	0.9558089
0.0	0.04250267	0.013946086	0.028224379
1.0	0.9439414	0.9819889	0.96296513
0.0	0.9626587	0.95533514	0.9589969
1.0	0.93195796	0.87041306	0.9011855
0.0	0.8486278	0.911469	0.8800484
0.0	0.999153	0.97093713	0.9850451
0.0	0.010347813	0.9473617	0.47885478
0.0	0.00010187171	0.00013396144	0.00011791657
0.0	0.00020554662	0.0008164942	0.0005110204
1.0	0.9996214	0.95065236	0.9751369
0.0	0.3714194	0.07341516	0.22241728
0.0	0.8442886	0.94483817	0.8945634
0.0	0.74188596	0.20020911	0.47104752
0.0	0.9981201	0.9901875	0.99415386
0.0	0.99887675	0.8106712	0.90477395
0.0	0.005534798	0.9263252	0.46592999
0.0	0.91629076	0.9459884	0.9311396
0.0	0.008962542	0.83966124	0.42431188
0.0	0.9908	0.9903735	0.99058676
0.0	0.0004505515	0.3161915	0.15832102
0.0	0.98873174	0.9902432	0.98948747
0.0	0.9962045	0.9574877	0.9768461
0.0	0.0002591908	0.017263532	0.008761361
0.0	0.060464352	0.9059466	0.4832055
0.0	0.014324069	0.9079708	0.46114743
0.0	0.0005261004	0.9975513	0.4990387
0.0	0.07776159	0.04416731	0.06096445
0.0	0.045693994	0.027775288	0.03673464
1.0	0.87287617	0.99944866	0.9361624
0.0	0.9047234	0.047639072	0.47618124
0.0	0.00043588877	0.926686	0.46356094
0.0	3.27005e-05	0.3714924	0.18576254
0.0	0.9983414	0.98048246	0.98941195
0.0	0.9918591	0.9872202	0.9895396
0.0	0.00813511	0.9935336	0.50083435
0.0	0.99145997	0.9941683	0.9928141
0.0	0.049962968	0.2375946	0.14377879
1.0	0.97177935	0.9997688	0.98577404
0.0	0.86382544	0.9886097	0.92621756
0.0	0.103804976	0.52788603	0.3158455
0.0	0.009112358	0.0035781562	0.006345257
1.0	0.9995414	0.9828191	0.99118024
0.0	0.9965433	0.99601567	0.9962795
