label	aaindex	reslike	combined
0.0	0.97162175	0.14791155	0.55976665
0.0	0.9982555	0.94085205	0.96955377
0.0	0.99020016	0.9918288	0.9910145
0.0	0.9439537	0.99529064	0.96962214
1.0	0.9990687	0.9995452	0.9993069
0.0	0.90051025	0.12899104	0.51475066
0.0	0.7779479	0.99085426	0.8844011
0.0	0.99957144	0.999527	0.9995492
1.0	0.9964082	0.99559784	0.99600303
0.0	0.079663426	0.7045014	0.3920824
0.0	0.005933553	0.92700523	0.4664694
0.0	0.8435484	0.46035978	0.6519541
1.0	0.99534845	0.99022996	0.9927892
0.0	0.98806787	0.9824809	0.9852744
0.0	0.9693398	0.95990753	0.9646237
0.0	0.98760176	0.80777705	0.8976894
0.0	0.962804	0.9656323	0.96421814
0.0	0.6734937	0.99335325	0.8334235
0.0	0.9837506	0.94650674	0.96512866
0.0	0.9955487	0.9565038	0.9760263
1.0	0.9939975	0.9998369	0.99691725
0.0	0.012023091	0.036603063	0.024313077
0.0	0.9609795	0.97432274	0.9676511
