label	aaindex	blosum	ensemble
0.0	0.75085497	0.97275156	0.8618033
0.0	0.19189885	0.087610304	0.13975458
0.0	0.8927654	0.9874532	0.9401093
1.0	0.56634146	0.39843854	0.48239
0.0	0.15614614	0.22595635	0.19105124
0.0	0.8502519	0.9854208	0.91783637
0.0	0.9683759	0.99825656	0.98331624
0.0	0.17977348	0.105510026	0.14264175
0.0	0.0075398386	0.011176348	0.009358093
0.0	0.6972448	0.99731815	0.84728146
0.0	0.81190026	0.99828446	0.90509236
0.0	0.9984505	0.969602	0.98402625
0.0	0.48312542	0.03619969	0.25966257
1.0	0.9676198	0.98818254	0.97790116
0.0	0.017278343	0.30232635	0.15980235
1.0	0.6359706	0.99682575	0.81639814
0.0	0.33492565	0.49467516	0.4148004
0.0	0.8356945	0.98792547	0.91181
0.0	0.14734018	0.9590339	0.553187
0.0	0.41782942	0.20685515	0.3123423
0.0	0.90509105	0.77706903	0.84108007
0.0	0.65110654	0.9983873	0.8247469
0.0	0.7286018	0.89149296	0.8100474
1.0	0.7702822	0.9269159	0.8485991
0.0	0.9152375	0.985857	0.9505472
1.0	0.93040276	0.252298	0.5913504
1.0	0.9309083	0.98498034	0.95794433
0.0	0.3133849	1.7340739e-05	0.15670112
0.0	0.023978293	0.06372902	0.043853655
0.0	0.608324	0.6930052	0.65066457
0.0	0.922714	0.9777757	0.95024484
1.0	0.7469337	0.9974423	0.872188
1.0	0.8922329	0.9776794	0.93495613
0.0	0.71113086	0.98971796	0.8504244
0.0	0.9646751	0.99264205	0.97865856
0.0	0.25257277	0.705401	0.4789869
0.0	0.06217283	0.07094273	0.06655778
0.0	0.17515564	0.9010079	0.53808177
0.0	0.014266342	0.05171427	0.032990307
0.0	0.78748655	0.033144534	0.41031554
0.0	0.29438072	0.9894376	0.6419091
1.0	0.84794784	0.9908241	0.91938597
0.0	0.047494322	0.9082422	0.47786826
0.0	0.28811646	0.09634626	0.19223136
0.0	0.3078275	0.076978326	0.19240291
0.0	0.09291667	0.07109475	0.08200571
0.0	0.7314029	0.8539864	0.7926946
0.0	0.81732756	0.97623533	0.89678144
0.0	0.62923723	0.95458406	0.79191065
0.0	0.83660114	0.9983267	0.9174639
0.0	0.009444475	0.0010332465	0.005238861
0.0	0.06951061	0.9563283	0.5129194
0.0	0.0055024326	0.000343889	0.0029231608
1.0	0.982437	0.9906949	0.98656595
1.0	0.9905094	0.99842936	0.9944694
0.0	0.08411878	0.08548701	0.084802896
1.0	0.8359102	0.9914713	0.91369075
0.0	0.0018987954	0.0013201535	0.0016094744
0.0	0.059855044	0.023989111	0.041922078
0.0	0.8686598	0.9403938	0.9045268
0.0	0.26958618	0.17495564	0.2222709
0.0	0.8773345	0.9867179	0.93202615
1.0	0.95966965	0.9864717	0.9730707
0.0	0.8936033	0.9664892	0.93004626
0.0	0.9333785	0.9829712	0.9581748
0.0	0.9837704	0.99690354	0.99033695
0.0	0.6384716	0.9220708	0.7802712
0.0	0.006624669	0.491555	0.24908984
0.0	0.20060593	0.021569133	0.11108753
0.0	0.0062857866	0.013165027	0.009725407
0.0	0.0008985102	0.20028132	0.100589916
0.0	0.6796522	0.2132582	0.4464552
1.0	0.93656594	0.9996079	0.96808696
0.0	0.4917017	0.97376984	0.73273575
1.0	0.98740715	0.9946685	0.99103785
0.0	0.45697543	0.26568243	0.36132893
1.0	0.9060869	0.88759005	0.8968385
0.0	0.79286027	0.85913634	0.8259983
0.0	0.00922817	0.97080886	0.49001852
1.0	0.87151134	0.9524374	0.9119744
0.0	0.9796347	0.9940424	0.9868386
0.0	0.98675394	0.9931577	0.9899558
0.0	0.1518313	0.9296495	0.5407404
0.0	0.037201554	0.9146502	0.47592586
0.0	0.08347574	0.8594763	0.47147602
0.0	0.9922808	0.9139978	0.9531393
0.0	0.90489066	0.99477136	0.949831
0.0	0.9292893	0.10191885	0.5156041
0.0	0.25247198	0.52648985	0.38948092
0.0	0.90713745	0.9976113	0.95237434
0.0	0.3190202	0.85933316	0.58917665
0.0	0.77981347	0.9416153	0.8607144
0.0	0.51331794	0.98033774	0.74682784
0.0	0.2836648	0.89829457	0.5909797
0.0	0.3439744	0.43809307	0.39103374
0.0	0.20603353	0.1647963	0.18541491
0.0	0.91690004	0.9030493	0.9099747
0.0	0.38948074	0.95812124	0.673801
0.0	0.9982371	0.9948105	0.9965238
0.0	0.9860688	0.95959735	0.97283304
0.0	0.6015867	0.95175064	0.77666867
0.0	0.8960484	0.96569264	0.93087053
0.0	0.7264286	0.971514	0.8489713
0.0	0.11344224	4.7959293e-05	0.0567451
0.0	0.4293543	0.42560798	0.42748114
0.0	0.98158807	0.9996465	0.9906173
0.0	0.01880619	0.952762	0.4857841
0.0	0.86922634	0.9287809	0.8990036
0.0	0.27769083	0.0029337704	0.1403123
0.0	0.8897345	0.9706303	0.9301824
0.0	0.010871828	0.014906049	0.012888938
0.0	0.1728113	0.009630173	0.09122074
0.0	0.0054210126	0.9570966	0.4812588
0.0	0.011493266	0.02360642	0.017549843
0.0	0.24290887	0.0043255985	0.12361723
0.0	0.69471955	0.9764265	0.835573
1.0	0.9915229	0.9949462	0.9932345
0.0	0.033674866	0.00065484643	0.017164856
0.0	0.13707632	0.77094084	0.45400858
0.0	0.0016339123	0.8571287	0.4293813
1.0	0.979547	0.75169444	0.86562073
0.0	0.00566265	0.21295637	0.10930951
0.0	0.014608115	0.006688297	0.010648206
0.0	0.97460335	0.9940606	0.98433197
0.0	0.045362294	0.08239803	0.06388016
0.0	0.626482	0.06985682	0.34816942
0.0	0.086189985	0.0015993416	0.043894663
0.0	0.9892567	0.99713135	0.993194
0.0	0.9807987	0.97195536	0.976377
0.0	0.11421698	0.9875133	0.5508652
0.0	0.058477342	0.15083158	0.10465446
0.0	0.2963747	0.96378654	0.63008064
0.0	0.94111526	0.95933783	0.95022655
0.0	0.8772324	0.9952779	0.9362551
0.0	0.9448695	0.9967114	0.97079045
0.0	0.5160166	0.92735195	0.7216843
0.0	0.19101834	0.075653285	0.13333581
0.0	0.58308107	0.16733983	0.37521046
0.0	0.99000883	0.9914851	0.990747
0.0	0.9034116	0.94484603	0.92412883
0.0	0.9530773	0.9955987	0.974338
0.0	0.87538946	0.99810874	0.9367491
0.0	0.36848694	0.67247593	0.52048147
1.0	0.9439074	0.99898386	0.9714456
1.0	0.94455653	0.971451	0.95800376
0.0	0.54247195	0.14775023	0.34511107
0.0	0.9009709	0.98279715	0.94188404
0.0	0.8620971	0.99821335	0.9301552
0.0	0.46486422	0.7323197	0.598592
0.0	0.019471616	0.110875964	0.06517379
0.0	0.9795809	0.980446	0.98001343
0.0	0.00042578578	0.19930807	0.09986693
0.0	0.76467764	0.97222245	0.86845005
0.0	0.21853721	0.95942295	0.5889801
0.0	0.10786006	0.7615013	0.4346807
0.0	0.586379	0.0010923147	0.29373565
0.0	0.9653244	0.9944801	0.97990227
0.0	0.9972726	0.9941064	0.9956895
0.0	0.0005168319	0.30013263	0.15032473
0.0	0.3702124	0.66194886	0.5160806
0.0	0.19558105	0.9628782	0.57922965
1.0	0.9524256	0.9103637	0.93139464
0.0	0.4097345	0.6998647	0.55479956
0.0	0.66008174	0.9573687	0.80872524
0.0	0.62888265	0.0008569062	0.31486976
1.0	0.9884721	0.9874505	0.9879613
0.0	0.34384918	0.21243039	0.27813977
0.0	0.98020566	0.75657934	0.86839247
0.0	0.011027336	0.035797894	0.023412615
0.0	0.9302629	0.8628134	0.89653814
0.0	0.0133090615	3.642932e-05	0.0066727456
0.0	0.050225586	0.067456394	0.05884099
0.0	0.40254995	0.756822	0.579686
0.0	0.30440548	0.10396227	0.20418388
0.0	0.03576225	0.97120327	0.50348276
0.0	0.89909387	0.9663843	0.9327391
0.0	0.8045882	0.36924723	0.5869177
0.0	0.8133546	0.26700103	0.5401778
0.0	0.4829925	0.9913398	0.73716617
1.0	0.93054783	0.9980134	0.9642806
0.0	0.21931255	0.30541992	0.26236624
0.0	0.05105874	0.74131936	0.39618903
0.0	0.19540417	0.94492686	0.5701655
0.0	0.16362602	0.008615404	0.08612071
0.0	0.765529	0.29130822	0.5284186
0.0	0.98702955	0.9871689	0.98709923
0.0	0.2251037	0.13904718	0.18207544
1.0	0.8541585	0.99870217	0.92643034
0.0	0.87737024	0.9093256	0.8933479
0.0	0.3072087	0.83626926	0.57173896
0.0	0.70267904	0.8650389	0.78385895
0.0	0.22529382	0.00038301945	0.11283842
0.0	0.86822283	0.9881563	0.9281896
0.0	0.869383	0.93768895	0.90353596
0.0	0.91288185	0.9521041	0.932493
0.0	0.5092917	0.9876603	0.748476
0.0	0.82760787	0.9401192	0.88386357
0.0	0.7263963	0.39163765	0.559017
0.0	0.57472473	0.90635455	0.74053967
0.0	0.71016526	0.7710918	0.74062854
0.0	0.8270895	0.87115103	0.84912026
0.0	0.37454212	0.0028048158	0.18867347
0.0	0.084492415	0.9769325	0.5307125
0.0	0.9782526	0.99723256	0.98774254
0.0	0.9191717	0.64025116	0.7797114
0.0	0.12923259	0.9768358	0.5530342
0.0	0.8482936	0.9520985	0.9001961
0.0	0.8139962	0.9941381	0.90406716
0.0	0.9743793	0.9798907	0.977135
0.0	0.6781671	0.021180272	0.3496737
0.0	0.9571306	0.99038696	0.9737588
0.0	0.9083309	0.9356506	0.92199075
0.0	0.008618683	0.66013783	0.33437824
0.0	0.9175769	0.9811212	0.94934905
0.0	0.5394744	0.94499767	0.742236
0.0	0.81329495	0.11581716	0.46455604
0.0	0.8399379	0.8212651	0.8306015
0.0	0.5452758	0.93891346	0.74209464
0.0	0.89479876	0.98044026	0.9376195
0.0	0.9349413	0.99230874	0.963625
0.0	0.79020274	0.81880045	0.8045016
0.0	0.2527019	0.97993577	0.6163188
0.0	0.828591	0.61464447	0.7216177
0.0	0.9888011	0.97776	0.98328054
0.0	0.8388369	0.99314404	0.9159905
0.0	0.14805362	0.9885148	0.5682842
1.0	0.5667186	0.9962808	0.7814997
1.0	0.21122846	0.94362867	0.5774286
1.0	0.983575	0.9957397	0.98965734
0.0	0.837636	0.9698205	0.90372825
0.0	0.69892526	0.924214	0.81156963
0.0	0.86768526	0.97860557	0.9231454
0.0	0.9865396	0.9954895	0.99101454
0.0	0.76576924	0.95936656	0.8625679
1.0	0.9963659	0.99916923	0.99776757
0.0	0.9654398	0.99582493	0.98063236
0.0	0.9085666	0.9921332	0.9503499
0.0	0.026688606	0.016391128	0.021539867
0.0	0.81528294	0.9972736	0.90627825
0.0	0.043826014	0.18326452	0.11354527
0.0	0.9658743	0.9951286	0.9805014
0.0	0.18461734	0.16486037	0.17473885
0.0	0.96224123	0.9852575	0.9737494
0.0	0.7102928	0.889909	0.8001009
0.0	0.75080264	0.009471208	0.3801369
0.0	0.102317154	0.27142566	0.18687141
1.0	0.9982286	0.99027324	0.9942509
1.0	0.9974003	0.99884546	0.9981229
0.0	0.9924584	0.9993758	0.9959171
0.0	0.93400204	0.97259915	0.9533006
0.0	0.09331104	0.8641675	0.47873926
0.0	0.15876883	0.92091227	0.5398406
0.0	0.36459446	0.911536	0.6380652
0.0	0.8294299	0.96509016	0.89726007
0.0	0.9261513	0.9869836	0.9565674
1.0	0.93524057	0.99368733	0.96446395
1.0	0.8658186	0.9905931	0.92820585
0.0	0.54327726	0.9545622	0.7489197
0.0	0.76578176	0.97863394	0.8722079
0.0	0.12989959	0.9936683	0.56178397
0.0	0.60700905	0.93208396	0.7695465
1.0	0.909425	0.9844414	0.9469332
0.0	0.47968292	0.80849355	0.64408827
0.0	0.0034002066	0.020212203	0.011806205
0.0	0.7815125	0.20091286	0.49121267
0.0	0.6952652	0.9833056	0.8392854
0.0	0.021658331	0.55702025	0.2893393
0.0	0.9946215	0.9895427	0.9920821
0.0	0.6122494	0.00016236305	0.30620587
0.0	0.120539725	0.08253071	0.101535216
0.0	0.4011616	0.7906273	0.59589446
0.0	0.23913938	0.008451819	0.1237956
0.0	0.7910877	0.99063194	0.89085984
0.0	0.057837456	0.00844726	0.033142358
0.0	0.013506234	0.018863589	0.016184911
0.0	0.95167947	0.99933517	0.9755073
0.0	0.96321964	0.99994177	0.98158073
0.0	0.9554999	0.99780977	0.9766548
0.0	0.68063587	0.99781156	0.83922374
0.0	0.95261365	0.99885494	0.9757343
0.0	0.034523517	0.65806544	0.34629446
0.0	0.29527658	0.09073016	0.19300337
0.0	0.4884926	0.15476519	0.3216289
0.0	0.0020329654	0.16103014	0.081531554
1.0	0.6679249	0.9753175	0.8216212
0.0	0.01433295	0.04543546	0.029884204
1.0	0.20005813	0.9908085	0.5954333
1.0	0.9709298	0.97542655	0.97317815
0.0	0.70882	0.9906808	0.8497504
0.0	0.89501405	0.9905257	0.9427699
0.0	0.15668559	0.48439792	0.32054174
0.0	0.011353672	0.37754974	0.1944517
0.0	0.037682086	0.10641882	0.07205045
0.0	0.011824042	0.00063440204	0.006229222
0.0	0.01399526	0.00034093857	0.0071680993
0.0	0.66161764	0.85927767	0.7604476
0.0	0.020527244	0.007950604	0.014238924
0.0	0.0024023652	0.0031738877	0.0027881265
0.0	0.15163925	0.09406981	0.12285453
1.0	0.97528994	0.97427046	0.9747802
0.0	0.09902024	0.93382406	0.51642215
0.0	0.994874	0.99577105	0.9953225
0.0	0.0007651448	0.3929234	0.19684428
0.0	0.97553813	0.9676918	0.97161496
1.0	0.9655683	0.999614	0.98259115
0.0	0.9746636	0.99663866	0.98565114
0.0	0.038121134	0.995519	0.5168201
0.0	0.5831283	0.9890223	0.7860753
0.0	0.21207523	0.99162775	0.60185146
0.0	0.8887431	0.97642577	0.9325844
0.0	0.97217405	0.99876547	0.98546976
0.0	0.09028271	0.9479339	0.5191083
0.0	0.005828738	0.09558377	0.050706252
0.0	0.015094727	0.0042829514	0.009688839
0.0	0.63583535	0.736829	0.68633217
1.0	0.95237446	0.9780388	0.9652066
1.0	0.951139	0.99806404	0.9746015
0.0	0.2224721	0.9536526	0.58806235
0.0	0.7127612	0.10129142	0.40702632
0.0	0.17501077	0.23780978	0.20641027
0.0	0.058274746	0.8553371	0.4568059
0.0	0.014216036	0.007299781	0.010757908
0.0	0.04813558	0.9263026	0.4872191
0.0	0.011172682	0.49709028	0.2541315
0.0	0.004177779	0.0006708503	0.0024243146
0.0	0.7100749	0.8805685	0.7953217
0.0	0.010949045	0.024633974	0.01779151
0.0	0.74924636	0.5827406	0.66599345
0.0	0.735426	0.8159397	0.77568287
1.0	0.79317355	0.82057726	0.8068754
1.0	0.9485382	0.995962	0.9722501
0.0	0.007550508	0.028024942	0.017787725
1.0	0.98100567	0.93511814	0.95806193
0.0	0.011162877	0.48867995	0.24992141
0.0	0.96773374	0.8595316	0.91363263
0.0	0.22975615	0.13087565	0.1803159
0.0	0.088754565	0.79125214	0.44000334
1.0	0.98642427	0.9985523	0.99248827
1.0	0.9533047	0.950923	0.95211387
0.0	0.0011222363	0.15598881	0.078555524
0.0	0.4992787	0.96465683	0.73196775
0.0	0.21333227	0.4770354	0.34518385
0.0	0.024075001	0.124871284	0.07447314
0.0	0.9326242	0.97972274	0.9561735
0.0	0.90909857	0.9646776	0.9368881
0.0	0.95226914	0.42691588	0.6895925
0.0	0.92874056	0.9641826	0.94646156
0.0	0.9351443	0.99800706	0.9665757
0.0	0.004773766	0.10976717	0.057270467
0.0	0.0929583	0.0052367747	0.049097538
0.0	0.12280646	0.07044563	0.09662604
0.0	0.061096966	6.995413e-05	0.03058346
0.0	0.07109207	0.08677122	0.078931645
0.0	0.097916484	0.058184892	0.07805069
0.0	0.00284186	0.026951015	0.0148964375
1.0	0.6877016	0.985078	0.8363898
0.0	0.3715179	0.08562976	0.22857383
0.0	0.21308663	0.0660671	0.13957687
0.0	0.75064313	0.028331399	0.38948727
0.0	0.8642973	0.9968037	0.93055046
0.0	0.038666308	0.48681173	0.262739
0.0	0.6701919	0.17272839	0.42146015
1.0	0.963015	0.98189473	0.9724549
0.0	0.23135439	0.1496531	0.19050375
0.0	0.97955406	0.9977648	0.98865944
0.0	0.9834708	0.9786895	0.9810802
0.0	0.012777418	0.9436347	0.47820604
0.0	0.45140532	0.00066688657	0.2260361
0.0	0.9973594	0.996471	0.9969152
0.0	0.3240833	0.1306285	0.2273559
0.0	0.7755548	0.99474037	0.8851476
0.0	0.7053982	0.93502975	0.820214
0.0	0.9784298	0.94850564	0.9634677
0.0	0.33218572	0.9165491	0.6243674
1.0	0.93191665	0.99552906	0.9637228
0.0	0.11060467	0.021390587	0.06599763
0.0	0.93065786	0.8680556	0.8993567
0.0	0.5690188	0.7259771	0.64749795
0.0	0.94520575	0.26585335	0.60552955
0.0	0.9220879	0.9824476	0.95226777
0.0	0.9159099	0.99857926	0.9572446
0.0	0.8510245	0.9844674	0.91774595
0.0	0.78800386	0.77082443	0.7794142
0.0	0.072310716	0.9894432	0.53087693
0.0	0.04262072	0.8503373	0.44647902
0.0	0.5724607	0.88442105	0.7284409
0.0	0.68743175	0.9992683	0.84335005
0.0	0.815614	0.94705284	0.8813334
0.0	0.8962003	0.30942285	0.6028116
1.0	0.97329855	0.99288005	0.9830893
0.0	0.12586862	0.0013313591	0.06359999
0.0	0.8816202	0.99441445	0.93801737
0.0	0.18734455	0.043863	0.115603775
0.0	0.023228347	0.8312889	0.4272586
0.0	0.83968294	0.26257336	0.55112815
0.0	0.6173837	0.99863255	0.80800813
1.0	0.99832314	0.9969007	0.9976119
0.0	0.00969106	0.094142705	0.051916882
0.0	0.9877893	0.9766572	0.9822233
1.0	0.7313121	0.994818	0.863065
0.0	0.00077342987	0.08489466	0.042834044
0.0	0.17540076	0.85085416	0.51312745
0.0	0.8371069	0.012550622	0.42482877
0.0	0.96723807	0.99893504	0.9830866
0.0	0.012573272	0.009132713	0.010852993
0.0	0.016801506	0.19306082	0.10493116
0.0	0.057174325	0.97961515	0.5183947
0.0	0.26288933	0.018008739	0.14044903
0.0	0.7534542	0.99080646	0.87213033
0.0	0.021243364	0.004614353	0.012928858
0.0	0.013699472	0.28911218	0.15140583
0.0	0.14665782	0.35632294	0.25149038
0.0	0.03344804	0.00018849969	0.01681827
1.0	0.848849	0.96270657	0.9057778
0.0	0.7858455	0.8773893	0.8316174
0.0	0.0051265955	0.018010736	0.0115686655
0.0	0.10052952	0.0021169186	0.05132322
0.0	0.0039471686	0.0037656426	0.0038564056
0.0	0.0063049495	0.08856794	0.047436446
0.0	0.92147136	0.99697125	0.9592213
0.0	0.4657358	0.81451726	0.6401265
0.0	0.033738106	0.013632506	0.023685306
0.0	0.28825498	0.9920019	0.64012843
0.0	0.9434605	0.78808546	0.86577296
0.0	0.030629039	0.76270264	0.39666584
0.0	0.14752704	0.8822328	0.51487994
0.0	0.0032074153	0.024130702	0.013669059
1.0	0.997164	0.97683585	0.9869999
1.0	0.83306	0.95177746	0.89241874
0.0	0.0065670907	0.49637744	0.25147226
0.0	0.7564937	0.98148847	0.8689911
0.0	0.8479608	0.8419589	0.84495986
0.0	0.9506544	0.97865975	0.96465707
0.0	0.24427962	0.8090397	0.52665967
0.0	0.1709871	0.8268091	0.4988981
1.0	0.9930444	0.9956435	0.99434394
0.0	0.47946155	0.99346256	0.73646206
0.0	0.83494186	0.982569	0.9087554
0.0	0.0052119195	0.9508052	0.47800857
0.0	0.17455599	0.20997864	0.19226731
1.0	0.6512701	0.02270636	0.3369882
0.0	0.8955487	0.9021243	0.8988365
0.0	0.016017258	0.8360951	0.42605618
0.0	0.00216645	0.1694113	0.085788876
0.0	0.00032508373	0.00023087859	0.00027798116
0.0	0.007009536	0.10698557	0.056997553
0.0	0.03876087	0.1504918	0.09462634
0.0	0.015855372	0.2940161	0.15493573
0.0	0.5382928	0.2264143	0.38235354
0.0	0.01409632	0.0007660687	0.007431194
0.0	0.6483532	0.9906064	0.8194798
0.0	0.65373343	0.4592663	0.55649984
0.0	0.07200444	0.7178498	0.3949271
0.0	0.39874917	0.04033965	0.21954441
1.0	0.92500174	0.99536777	0.96018475
0.0	0.08625308	0.99719715	0.5417251
0.0	0.030150712	0.013946086	0.022048399
1.0	0.8103827	0.9819889	0.8961858
0.0	0.95003366	0.95533514	0.9526844
1.0	0.9577725	0.87041306	0.9140928
0.0	0.09420675	0.911469	0.5028379
0.0	0.82490176	0.97093713	0.8979194
0.0	0.16375089	0.9473617	0.5555563
0.0	0.03501737	0.00013396144	0.017575666
0.0	0.002303183	0.0008164942	0.0015598387
1.0	0.42404667	0.95065236	0.6873495
0.0	0.52859974	0.07341516	0.30100745
0.0	0.8974445	0.94483817	0.9211413
0.0	0.11591694	0.20020911	0.15806302
0.0	0.8818315	0.9901875	0.9360095
0.0	0.7319347	0.8106712	0.77130294
0.0	0.09653768	0.9263252	0.51143146
0.0	0.9048256	0.9459884	0.92540705
0.0	0.24454507	0.83966124	0.5421032
0.0	0.9203023	0.9903735	0.9553379
0.0	0.023190469	0.3161915	0.16969098
0.0	0.989268	0.9902432	0.98975563
0.0	0.9376643	0.9574877	0.947576
0.0	0.09174752	0.017263532	0.054505527
0.0	0.63798785	0.9059466	0.77196723
0.0	0.0065941513	0.9079708	0.45728248
0.0	0.596939	0.9975513	0.79724514
0.0	0.25706124	0.04416731	0.15061428
0.0	0.11032659	0.027775288	0.06905094
1.0	0.9277021	0.99944866	0.96357536
0.0	0.25989822	0.047639072	0.15376864
0.0	0.0075693727	0.926686	0.46712768
0.0	0.13066566	0.3714924	0.25107902
0.0	0.96195865	0.98048246	0.97122055
0.0	0.07200077	0.9872202	0.5296105
0.0	0.010987759	0.9935336	0.5022607
0.0	0.8921894	0.9941683	0.94317883
0.0	0.1990768	0.2375946	0.2183357
1.0	0.940714	0.9997688	0.9702414
0.0	0.60661185	0.9886097	0.79761076
0.0	0.083455145	0.52788603	0.3056706
0.0	0.2163263	0.0035781562	0.10995223
1.0	0.8562319	0.9828191	0.9195255
0.0	0.93080044	0.99601567	0.96340805
0.0	0.49572933	0.14791155	0.32182044
0.0	0.3389566	0.94085205	0.6399043
0.0	0.9591367	0.9918288	0.97548276
0.0	0.9742147	0.99529064	0.98475266
1.0	0.9902935	0.9995452	0.99491936
0.0	0.019273221	0.12899104	0.07413213
0.0	0.9924706	0.99085426	0.99166244
0.0	0.98074996	0.999527	0.9901385
1.0	0.99485373	0.99559784	0.9952258
0.0	0.20743656	0.7045014	0.45596898
0.0	0.00073608756	0.92700523	0.46387064
0.0	0.90109813	0.46035978	0.680729
1.0	0.9948516	0.99022996	0.9925408
