label	aaindex	blosum	ensemble
0.0	0.14309326	0.9824809	0.56278706
0.0	0.6420039	0.95990753	0.8009557
0.0	0.9044895	0.80777705	0.8561333
0.0	0.9390084	0.9656323	0.95232034
0.0	0.92001903	0.99335325	0.95668614
0.0	0.9644469	0.94650674	0.9554768
0.0	0.5091086	0.9565038	0.7328062
1.0	0.8017398	0.9998369	0.90078837
0.0	0.6267675	0.036603063	0.3316853
0.0	0.46637875	0.97432274	0.72035074
