FineTune_last_one	FineTune_last_two	FineTune_last_three
0.37168425	0.97627366	0.30300957
0.34711552	0.17670885	0.29371688
0.021841794	0.2974512	0.022176325
0.9968655	0.97825754	0.99147606
0.91462934	0.9898714	0.8869177
0.9832955	0.9528351	0.9928632
0.3019937	0.52474695	0.47125402
0.21654415	0.17437786	0.16387272
0.70227426	0.8399271	0.72348857
0.10908422	0.22572094	0.11231908
0.53044486	0.74320245	0.6964196
0.97957045	0.998679	0.8358425
0.9499388	0.9775046	0.91761005
0.7170747	0.8202368	0.8586195
0.6223722	0.95678896	0.6962993
0.9948111	0.97884	0.9894686
0.26881456	0.66651404	0.23713493
0.5039782	0.83236325	0.48127374
0.849578	0.979769	0.9030367
0.0028364956	0.023860931	0.0030358434
0.011931539	0.1382677	0.024620563
0.5126378	0.6773549	0.6074181
0.82410467	0.98769474	0.86904895
0.8808362	0.77333784	0.84494627
0.99271005	0.9893526	0.99455553
0.017971754	0.08223909	0.019886255
0.016394526	0.17202547	0.01199469
0.72657585	0.84081566	0.6744107
0.10734877	0.1459592	0.4108495
0.96035737	0.95248175	0.98713636
0.53528297	0.3822543	0.8335347
0.03517422	0.0852046	0.106206626
0.9897747	0.7464883	0.9694667
0.9844295	0.90498257	0.96778476
0.86855495	0.73597145	0.982849
0.96479225	0.94858694	0.9748584
0.8329705	0.9093853	0.9156487
0.8487044	0.5704407	0.8313229
0.096113026	0.2943821	0.22566962
0.07003105	0.33286765	0.16904044
0.08382073	0.051962674	0.035257995
0.8730767	0.9844204	0.79437184
0.047796577	0.44441062	0.022218257
0.94080484	0.99020076	0.9189102
0.97259337	0.8534716	0.99698853
0.80478543	0.8100085	0.91550595
0.93799937	0.917369	0.7412656
0.12662947	0.16767377	0.022844672
0.46265057	0.27549928	0.6092265
0.0019316375	0.28161198	0.0048145056
0.0178051	0.10971445	0.112260014
0.33142483	0.11215165	0.18314159
0.44546196	0.29709032	0.6356901
0.3858399	0.22152895	0.7812642
0.001755476	0.06137654	0.002471447
0.09968704	0.7486517	0.13645902
0.7212662	0.6380064	0.8865543
0.8602845	0.864926	0.8142079
0.9744625	0.99250275	0.97837913
0.00574106	0.116705686	0.017273456
0.60258067	0.5586884	0.638274
0.81554365	0.62853	0.88832253
0.99684834	0.9755921	0.9994782
0.04312411	0.3751286	0.31375936
0.75081396	0.76115966	0.7336131
0.7029058	0.7221212	0.68915737
0.98914254	0.99113834	0.9914205
0.65727526	0.6285792	0.6744765
0.55235934	0.90653485	0.59234065
0.020201653	0.047413945	0.039881647
0.8637535	0.63070965	0.900731
0.24954098	0.4703902	0.29105252
0.80522287	0.48747742	0.81620276
0.98012036	0.7214776	0.923403
0.6220694	0.5966745	0.5719182
0.21616724	0.587686	0.11490843
0.35549638	0.86585426	0.32208484
0.8790074	0.61839205	0.6010528
0.058133364	0.23507458	0.19751865
0.14087328	0.22608113	0.12033242
0.18758294	0.627741	0.21909443
0.34104162	0.34663254	0.2843446
0.72119176	0.3135631	0.5159517
0.9451142	0.80573225	0.96594304
0.115091026	0.7880269	0.39055157
0.77441823	0.84889853	0.82111347
0.9855776	0.9337338	0.99120784
0.82134587	0.8068335	0.8758526
0.09345156	0.23849404	0.07114905
0.88418	0.87491095	0.8830448
0.050816804	0.46324953	0.0072899163
0.9778794	0.9634134	0.9934346
0.82075167	0.92285824	0.75394
0.039831936	0.18732473	0.34572706
0.5032176	0.18398291	0.67648697
0.9807391	0.9819888	0.98996603
0.39321873	0.6718348	0.72867805
0.8574878	0.84117335	0.9222034
0.017443717	0.048050582	0.028265655
0.9501554	0.8425354	0.9193851
0.78897595	0.9841772	0.8580394
0.97862196	0.9768021	0.9736717
0.7052578	0.46185714	0.74085
0.9440416	0.9914137	0.9597305
0.9759603	0.9970775	0.98136854
0.93581086	0.9600943	0.9836761
0.0065158904	0.054807305	0.00705871
0.115745455	0.3079198	0.041487426
0.01282987	0.2843191	0.010733575
0.7907312	0.5557197	0.8552233
0.5877279	0.7296594	0.41812494
0.063736886	0.8321267	0.3511699
0.9404826	0.72361755	0.9360491
0.82346773	0.604901	0.38017362
0.8836566	0.901876	0.7833538
0.09844783	0.4093854	0.05649641
0.88061726	0.9970206	0.90878415
0.9953575	0.9091891	0.9990449
0.3250944	0.344984	0.06804919
0.77313703	0.18255061	0.71266997
0.017067939	0.12882641	0.024896055
0.95370513	0.99929583	0.95371413
0.8708811	0.9473904	0.91751075
0.26503262	0.5123801	0.5639282
0.092829674	0.3670747	0.27300543
0.9919498	0.80213845	0.9914702
0.017445832	0.21010724	0.14187151
0.122235686	0.19594595	0.3483352
0.9836519	0.8902701	0.9590003
0.8129573	0.97690964	0.8721827
0.104821235	0.16195753	0.11314207
0.871487	0.8260382	0.91652024
0.06560621	0.104931206	0.07045469
0.6942418	0.9050271	0.8217795
0.66309804	0.8665973	0.75921667
0.99196416	0.9555266	0.9834554
0.7985025	0.1296598	0.5663976
0.97371125	0.9555385	0.9930464
0.9162384	0.8145796	0.97334373
0.82262766	0.84981984	0.85823905
0.5991851	0.5561578	0.8195226
0.3153078	0.46818477	0.44699824
0.2913174	0.59235406	0.72503185
0.617019	0.5505458	0.61437374
0.83257973	0.7641829	0.9235705
0.5387645	0.85365593	0.29066277
0.5703098	0.33558586	0.7017639
0.014146507	0.042284638	0.0066593587
0.9330208	0.98165697	0.981166
0.6042156	0.64021474	0.5418811
0.008526742	0.38376647	0.11309382
0.8464273	0.34265825	0.9003147
0.8836917	0.486778	0.92408574
0.91105264	0.9549583	0.8921547
0.22633776	0.78873354	0.29691917
0.98366725	0.99416155	0.92006946
0.9566553	0.7082729	0.9485804
0.3918988	0.21302485	0.6200135
0.73802185	0.68345255	0.50591487
0.8438809	0.30013174	0.9440658
0.6716382	0.75993645	0.8166514
0.20697144	0.5542442	0.20916548
0.38014394	0.8789278	0.2024552
0.0922285	0.19121811	0.4441037
0.03373581	0.1610282	0.21918207
0.20324108	0.20897487	0.2359482
0.08632937	0.40076298	0.05771503
0.21046218	0.4910255	0.33998853
0.005144596	0.0724487	0.0024690628
7.854555e-05	0.017573744	6.629955e-05
0.7597008	0.65446585	0.75504106
0.93884885	0.78793764	0.818226
0.86648387	0.50592536	0.56156194
0.01506412	0.0062925816	0.006264925
0.048463315	0.26889992	0.14469084
0.5041941	0.19648266	0.4539218
0.9689944	0.9286073	0.9512421
0.49509236	0.7394488	0.64003915
0.012405366	0.027282655	0.004535258
0.7048238	0.3556564	0.5905459
0.80603373	0.86900187	0.8285102
0.12536356	0.33687866	0.03229192
0.95122176	0.9276662	0.83259994
0.009717613	0.17396012	0.065258235
0.9814152	0.91702616	0.9611365
0.90223277	0.801574	0.8294999
0.42165464	0.5883731	0.53979325
0.8983813	0.9499686	0.9204922
0.34407485	0.61394024	0.42108285
0.39589098	0.94457185	0.77308726
0.83113885	0.89449805	0.8909966
0.7470204	0.7875018	0.8737599
0.91682243	0.86569977	0.91930497
0.83589077	0.8634436	0.84017766
0.97112215	0.9672339	0.9376217
0.2734784	0.5961075	0.47566843
0.5295437	0.61513156	0.5072936
0.69871897	0.6330557	0.6960127
0.9965125	0.9960493	0.96957
0.63888276	0.7892353	0.40767366
0.182868	0.40059036	0.11010674
0.035188884	0.077970564	0.015234411
0.23202282	0.3531583	0.16307789
0.0061097443	0.18245023	0.0070476234
0.32599866	0.76041806	0.42734957
0.88751405	0.86915606	0.92576855
0.37054932	0.2225216	0.42563176
0.86940145	0.51244384	0.9026722
0.76038814	0.28685918	0.18065527
0.27319902	0.05165863	0.030479312
0.28352877	0.04275945	0.1759088
0.91002053	0.42215276	0.7125113
0.4381205	0.10089779	0.3149153
0.3002932	0.24464634	0.43526566
0.81865764	0.31939223	0.6996121
0.89244485	0.9843824	0.92127156
0.9860642	0.9129685	0.9913486
0.7896429	0.8623778	0.7118355
0.9982915	0.9872066	0.9893558
0.028791606	0.1535371	0.039498836
0.20693016	0.070747465	0.18779114
0.020668626	0.33164692	0.064397365
0.8218628	0.5454123	0.8182715
0.8672544	0.70934427	0.29432023
0.9254594	0.9370113	0.88538253
0.07918322	0.32685816	0.19616488
0.907778	0.88087577	0.9175439
0.6694069	0.7375145	0.7491355
0.052902848	0.074130476	0.029016197
0.6745498	0.9793495	0.832744
0.45599034	0.7528497	0.43639392
0.8899271	0.80006397	0.9453169
0.6180341	0.39600253	0.31347
0.99294174	0.96348596	0.9906105
0.99080867	0.99971247	0.98856443
0.35506496	0.453466	0.6236677
0.621674	0.34439877	0.7869092
0.34926224	0.29573727	0.62055725
0.39963728	0.7468367	0.5960941
0.0051267445	0.056944817	0.011578709
0.03046292	0.22828805	0.008295566
0.726688	0.42463824	0.7908472
0.84994376	0.49072453	0.73941433
0.07761124	0.16563886	0.012382507
0.15753269	0.38002142	0.05873984
0.99693143	0.9805335	0.9929276
0.6391344	0.711588	0.62205875
0.34533918	0.14809111	0.01798305
0.9950071	0.9764787	0.9603783
0.47135293	0.25879112	0.5230428
0.9028164	0.4071936	0.6617687
0.9054129	0.820727	0.9848963
0.34519187	0.5757048	0.37195492
0.2224051	0.41895652	0.31070772
0.890201	0.9310589	0.8128551
0.9594923	0.97713286	0.8209816
0.5992548	0.8456708	0.677727
0.65347254	0.7242483	0.6743515
0.83273804	0.9636686	0.8948355
0.8747461	0.85446817	0.9539448
0.9933377	0.9989991	0.99515855
0.3343753	0.40942073	0.42420623
0.97242	0.88157713	0.96879435
0.71421707	0.1915231	0.29248035
0.9979699	0.95835626	0.99589217
0.17400843	0.5374901	0.37400162
0.5157869	0.4498148	0.63798237
0.81371117	0.8460437	0.78506726
0.958028	0.89629996	0.95206594
0.9195309	0.8501457	0.8250189
0.5444473	0.88743067	0.70339704
0.63694966	0.6500413	0.6784182
0.8861869	0.86388266	0.8491647
0.96632385	0.9142137	0.9753443
0.9963207	0.9680395	0.99325776
0.92822456	0.96334374	0.9617789
0.66069853	0.5657632	0.6821897
0.00050997734	0.015508175	0.00043213367
0.2269828	0.041686058	0.052696943
